latitude,longitude,chainage_km,elevation_m,slope_deg,aspect_deg,twi,lithology,daily_rainfall_mm,api_11,soil_moisture,pore_pressure_kpa,factor_of_safety,risk_level
25.80387,91.82898,62.12,1147.7,49.08,153.6,8.08,Weathered Regolith / Phyllite,67.7,112.8,0.457,13.22,0.725,3
25.85586,91.88165,47.59,693.0,29.61,26.0,7.49,Granite Gneiss,62.0,131.7,0.455,14.99,1.182,2
25.88673,91.89289,42.02,460.9,44.21,321.6,6.73,Colluvial Debris,6.9,134.2,0.492,14.95,0.76,3
25.74236,91.9017,48.04,742.3,49.8,220.1,6.68,Weathered Regolith / Phyllite,42.4,135.7,0.513,15.09,0.662,3
25.87174,91.90952,67.37,1345.3,36.37,41.7,7.31,Granite Gneiss,1.4,108.3,0.511,12.43,1.019,2
25.67987,91.85293,59.0,1043.1,42.46,183.9,7.91,Weathered Regolith / Phyllite,9.4,144.3,0.476,16.49,0.752,3
25.87854,91.8213,61.63,1216.0,42.78,179.0,7.57,Weathered Regolith / Phyllite,27.4,124.2,0.439,14.22,0.809,3
25.68442,91.91405,47.71,646.9,38.14,21.7,7.35,Shillong Quartzite,40.3,142.6,0.464,16.09,0.864,3
25.75727,91.88964,61.58,1163.9,42.35,218.5,7.32,Granite Gneiss,0.3,36.3,0.242,4.78,1.083,2
25.86527,91.9287,40.84,406.7,43.89,291.0,7.25,Weathered Regolith / Phyllite,11.1,105.4,0.467,12.1,0.846,3
25.69048,91.92678,51.26,831.1,51.52,269.6,8.89,Weathered Regolith / Phyllite,132.8,193.3,0.572,22.09,0.663,3
25.7119,91.92963,58.8,1110.0,43.08,73.1,6.83,Colluvial Debris,187.9,250.7,0.747,24.0,0.647,3
25.84501,91.88306,44.38,526.4,51.92,310.4,8.16,Granite Gneiss,31.1,198.3,0.656,22.33,0.665,3
25.84441,91.86337,64.69,1286.0,36.66,123.3,8.39,Weathered Regolith / Phyllite,14.6,101.7,0.452,12.16,1.018,2
25.82311,91.9229,47.05,672.3,41.9,340.7,5.47,Shillong Quartzite,2.2,104.0,0.467,11.24,0.911,3
25.83737,91.87867,59.57,1089.9,41.71,25.8,9.56,Weathered Regolith / Phyllite,95.8,136.8,0.5,16.36,0.771,3
25.79654,91.84385,52.16,886.5,45.42,175.0,8.21,Weathered Regolith / Phyllite,28.7,118.4,0.455,13.87,0.768,3
25.71799,91.93115,57.88,1086.6,36.56,215.0,8.33,Shillong Quartzite,47.5,182.6,0.559,20.73,0.771,3
25.74334,91.93473,43.22,478.7,50.53,89.2,7.12,Shillong Quartzite,9.5,72.6,0.261,8.56,0.837,3
25.69903,91.88062,40.51,466.1,43.15,277.7,7.77,Weathered Regolith / Phyllite,111.6,184.9,0.563,20.75,0.647,3
25.89528,91.82984,67.29,1375.3,36.81,225.7,7.13,Granite Gneiss,16.2,74.7,0.351,8.79,1.112,2
25.80752,91.87042,48.09,692.9,33.08,6.5,6.1,Weathered Regolith / Phyllite,9.8,54.2,0.34,6.2,1.317,1
25.75823,91.92446,64.59,1251.4,33.13,219.0,8.89,Shillong Quartzite,12.0,119.5,0.503,14.25,1.069,3
25.77474,91.93723,69.98,1390.0,31.98,176.9,9.15,Weathered Regolith / Phyllite,20.5,118.9,0.442,14.29,1.109,3
25.90577,91.84645,46.34,633.3,32.92,70.6,6.9,Weathered Regolith / Phyllite,139.3,210.5,0.688,23.13,0.804,3
25.6914,91.82871,47.96,690.7,47.29,358.5,8.23,Weathered Regolith / Phyllite,37.2,76.1,0.354,9.38,0.861,3
25.80828,91.93406,59.89,1175.8,30.62,323.0,8.71,Shillong Quartzite,24.1,112.9,0.437,13.48,1.188,2
25.78659,91.87062,68.96,1386.8,42.66,105.3,6.62,Weathered Regolith / Phyllite,5.0,115.3,0.422,12.9,0.848,3
25.81509,91.89043,67.47,1297.3,33.38,194.8,7.78,Weathered Regolith / Phyllite,4.5,100.3,0.382,11.77,1.136,2
25.65489,91.94585,55.09,880.9,40.1,113.9,7.53,Weathered Regolith / Phyllite,19.5,130.1,0.443,14.84,0.851,3
25.88547,91.82865,63.85,1298.5,39.62,279.2,8.42,Shillong Quartzite,36.5,111.8,0.404,13.25,0.908,3
25.90167,91.90428,44.07,524.6,36.35,334.9,8.77,Weathered Regolith / Phyllite,38.9,128.4,0.436,15.15,0.94,3
25.80259,91.82963,69.32,1480.9,39.61,129.2,6.3,Shillong Quartzite,7.2,57.5,0.341,6.63,1.097,2
25.8381,91.86881,68.93,1412.8,41.84,290.0,7.84,Weathered Regolith / Phyllite,3.0,183.2,0.634,20.6,0.65,3
25.89907,91.9245,44.91,532.9,41.49,179.4,8.36,Shillong Quartzite,13.6,157.9,0.497,18.12,0.727,3
25.84095,91.87635,48.98,794.4,45.6,142.8,8.29,Colluvial Debris,70.1,166.3,0.51,18.99,0.646,3
25.69119,91.94963,43.0,557.9,33.05,337.8,6.83,Shillong Quartzite,22.1,110.5,0.416,12.47,1.126,3
25.8056,91.89268,48.15,678.1,42.59,183.7,7.72,Granite Gneiss,10.8,100.1,0.365,11.72,0.883,3
25.81381,91.86175,64.48,1296.6,43.89,168.3,8.57,Granite Gneiss,10.9,46.2,0.241,6.34,1.007,2
25.76452,91.84861,51.35,802.2,43.46,242.1,7.11,Colluvial Debris,4.0,103.7,0.394,11.86,0.861,3
25.84884,91.86557,42.65,510.3,33.22,94.0,7.79,Weathered Regolith / Phyllite,17.9,104.7,0.42,12.25,1.127,2
25.90228,91.86843,50.27,829.8,46.69,116.9,8.3,Granite Gneiss,43.9,107.2,0.425,12.71,0.778,3
25.8999,91.82893,69.44,1369.7,34.57,335.5,6.45,Colluvial Debris,96.9,178.6,0.56,19.55,0.862,3
25.77173,91.86804,58.89,1046.8,46.06,244.3,8.5,Weathered Regolith / Phyllite,19.5,109.1,0.399,12.99,0.781,3
25.68057,91.88035,52.48,838.1,41.0,297.6,7.17,Weathered Regolith / Phyllite,5.1,63.4,0.344,7.61,1.035,2
25.91591,91.91396,45.0,588.2,41.38,97.6,5.44,Colluvial Debris,32.2,83.6,0.379,9.06,0.985,2
25.8765,91.90537,69.59,1385.5,36.4,195.8,7.07,Shillong Quartzite,39.6,183.1,0.59,20.28,0.788,3
25.68366,91.91214,64.63,1298.6,48.69,349.7,5.94,Weathered Regolith / Phyllite,71.7,139.0,0.463,15.15,0.677,3
25.89863,91.82109,48.44,649.4,32.28,114.7,6.55,Granite Gneiss,53.1,109.9,0.475,12.3,1.16,2
25.88487,91.8483,42.1,423.6,46.86,57.8,7.99,Weathered Regolith / Phyllite,49.5,141.9,0.44,16.28,0.675,3
25.79009,91.90602,41.7,449.4,30.05,183.9,7.23,Weathered Regolith / Phyllite,17.9,66.3,0.303,7.94,1.391,1
25.80964,91.88292,43.61,602.2,45.22,139.6,8.85,Shillong Quartzite,23.0,120.0,0.405,14.29,0.759,3
25.75773,91.82069,57.42,1111.5,43.02,57.4,7.68,Shillong Quartzite,35.0,145.0,0.499,16.48,0.741,3
25.66479,91.92458,67.86,1394.7,36.31,319.9,7.77,Granite Gneiss,31.6,153.0,0.49,17.37,0.876,3
25.7405,91.92047,54.9,912.1,26.54,356.7,8.09,Shillong Quartzite,0.5,73.4,0.345,9.03,1.539,1
25.86677,91.89129,65.29,1291.3,31.78,204.7,8.53,Granite Gneiss,3.7,54.0,0.32,7.15,1.34,1
25.65125,91.82864,53.38,881.6,34.61,278.9,7.81,Weathered Regolith / Phyllite,5.0,78.9,0.404,9.5,1.162,2
25.74004,91.91965,61.26,1202.7,51.01,309.3,6.09,Shillong Quartzite,39.5,100.1,0.409,11.07,0.76,3
25.75751,91.89588,61.96,1119.7,41.42,252.4,8.74,Weathered Regolith / Phyllite,16.2,117.0,0.445,13.93,0.846,3
25.7951,91.92165,45.22,630.4,38.07,15.9,7.62,Weathered Regolith / Phyllite,22.1,146.9,0.52,16.65,0.849,3
25.89836,91.91773,50.84,722.2,49.13,56.7,5.83,Colluvial Debris,133.4,182.7,0.491,19.75,0.652,3
25.74351,91.92439,59.12,1049.9,45.21,25.6,7.63,Weathered Regolith / Phyllite,11.7,71.2,0.339,8.62,0.918,3
25.74368,91.88734,42.12,474.1,35.59,3.6,8.27,Granite Gneiss,38.7,135.3,0.433,15.68,0.946,3
25.84913,91.83824,50.85,796.1,35.02,110.2,7.27,Weathered Regolith / Phyllite,16.4,104.8,0.385,12.04,1.072,2
25.7721,91.90725,56.04,961.4,37.92,141.2,8.6,Weathered Regolith / Phyllite,13.3,145.3,0.495,16.88,0.847,3
25.71064,91.90066,69.89,1453.0,43.74,86.8,8.04,Weathered Regolith / Phyllite,11.3,151.1,0.551,17.27,0.704,3
25.77216,91.91649,54.24,899.9,28.95,23.3,8.54,Granite Gneiss,93.8,188.7,0.524,21.46,0.998,3
25.68803,91.84208,64.48,1196.0,47.9,190.8,7.25,Weathered Regolith / Phyllite,41.4,154.0,0.528,17.26,0.649,3
25.69762,91.84535,52.96,876.7,43.44,98.4,9.09,Shillong Quartzite,0.6,70.2,0.339,9.09,0.939,3
25.78456,91.93575,63.89,1268.7,40.31,286.6,7.07,Shillong Quartzite,88.4,180.7,0.595,20.03,0.699,3
25.76311,91.9175,57.86,1078.9,35.81,2.9,8.09,Weathered Regolith / Phyllite,41.8,123.7,0.542,14.38,0.978,3
25.89701,91.93807,66.6,1404.8,40.38,303.3,7.19,Shillong Quartzite,4.5,52.3,0.357,6.43,1.083,2
25.74785,91.91863,52.33,847.9,37.82,343.7,8.45,Weathered Regolith / Phyllite,2.2,80.2,0.368,9.9,1.051,2
25.80676,91.89763,58.13,1091.0,35.98,257.8,6.1,Colluvial Debris,10.3,51.9,0.317,5.95,1.221,2
25.82071,91.90504,58.9,1062.2,29.5,264.1,6.33,Weathered Regolith / Phyllite,27.4,104.6,0.409,11.65,1.296,1
25.65354,91.93559,52.52,780.2,49.14,336.1,8.24,Weathered Regolith / Phyllite,89.9,194.1,0.637,21.92,0.652,3
25.82916,91.89524,44.33,590.0,44.48,75.3,7.41,Weathered Regolith / Phyllite,9.0,84.8,0.368,9.97,0.894,3
25.69807,91.90221,42.81,527.8,42.33,358.0,7.22,Shillong Quartzite,16.5,151.6,0.531,17.0,0.74,3
25.90949,91.84034,40.5,417.5,47.03,278.5,7.77,Shillong Quartzite,6.7,79.2,0.328,9.52,0.861,3
25.69014,91.88161,66.21,1314.7,40.15,261.6,8.25,Colluvial Debris,1.5,71.3,0.346,8.88,1.019,2
25.76195,91.91313,47.09,667.4,39.46,130.0,6.83,Colluvial Debris,20.4,99.4,0.453,11.3,0.967,3
25.67304,91.85522,46.35,608.6,30.46,196.5,7.1,Weathered Regolith / Phyllite,11.9,135.9,0.502,15.27,1.138,3
25.91916,91.84629,62.08,1190.5,35.17,235.4,9.35,Shillong Quartzite,21.9,97.1,0.398,12.05,1.067,2
25.78559,91.8608,49.6,699.1,43.24,223.3,7.86,Granite Gneiss,82.0,140.9,0.374,16.11,0.746,3
25.81075,91.8514,55.18,899.0,45.84,253.8,7.24,Colluvial Debris,4.3,69.8,0.349,8.31,0.915,3
25.66811,91.84794,44.88,517.8,32.78,29.7,8.79,Weathered Regolith / Phyllite,0.1,88.0,0.37,10.86,1.185,2
25.85249,91.87523,68.79,1497.5,53.98,128.0,7.31,Weathered Regolith / Phyllite,2.2,37.4,0.219,4.9,0.907,3
25.70667,91.93802,65.55,1297.1,50.53,156.2,6.6,Colluvial Debris,17.4,102.3,0.402,11.5,0.753,3
25.89247,91.88592,65.91,1355.3,35.84,93.8,6.98,Weathered Regolith / Phyllite,34.4,106.8,0.413,12.14,1.043,2
25.70539,91.84443,52.2,783.2,46.5,62.1,7.24,Shillong Quartzite,24.3,199.8,0.62,22.12,0.646,3
25.70149,91.83001,62.87,1193.2,42.21,50.0,8.64,Colluvial Debris,19.1,80.6,0.387,10.02,0.939,3
25.65987,91.9105,44.32,573.1,34.52,131.9,6.26,Granite Gneiss,12.2,71.6,0.329,8.11,1.206,2
25.77746,91.86976,40.26,467.9,34.11,177.6,7.09,Weathered Regolith / Phyllite,10.4,87.9,0.363,10.17,1.158,2
25.80251,91.92684,40.6,396.9,44.96,22.7,8.67,Weathered Regolith / Phyllite,13.2,114.1,0.417,13.59,0.784,3
25.66774,91.90574,57.6,999.8,43.8,340.7,6.3,Weathered Regolith / Phyllite,26.5,131.8,0.48,14.53,0.78,3
25.85939,91.92351,53.66,846.5,33.51,275.5,8.31,Colluvial Debris,5.1,44.9,0.301,6.1,1.304,1
25.77239,91.85535,55.54,939.1,42.37,263.1,6.78,Colluvial Debris,41.3,117.1,0.489,13.15,0.848,3
25.79159,91.91001,40.22,367.0,46.74,62.2,7.77,Granite Gneiss,24.0,131.3,0.49,15.06,0.711,3
25.76901,91.85433,52.68,786.4,38.3,217.4,7.49,Shillong Quartzite,8.8,77.0,0.392,9.17,1.059,2
25.75821,91.94208,61.54,1164.3,40.82,190.7,6.29,Weathered Regolith / Phyllite,19.5,94.9,0.423,10.6,0.954,3
25.8011,91.90273,53.28,891.7,38.42,353.7,8.01,Shillong Quartzite,92.1,182.8,0.588,20.63,0.726,3
25.69191,91.86219,61.97,1123.3,44.49,269.2,8.05,Weathered Regolith / Phyllite,0.6,62.3,0.288,7.84,0.953,3
25.69912,91.85504,46.99,617.7,38.52,207.3,8.25,Shillong Quartzite,6.2,160.5,0.549,18.35,0.789,3
25.88268,91.84482,64.39,1249.8,28.91,306.3,8.51,Shillong Quartzite,16.7,69.1,0.394,8.74,1.42,1
25.90545,91.9103,57.65,1086.1,50.72,55.8,7.37,Shillong Quartzite,28.5,93.9,0.43,10.92,0.768,3
25.75079,91.84843,46.32,508.0,31.93,5.5,8.09,Colluvial Debris,129.7,197.7,0.666,22.24,0.863,3
25.7231,91.89739,47.1,666.4,32.46,248.5,8.36,Weathered Regolith / Phyllite,75.0,141.7,0.418,16.4,1.026,3
25.82388,91.8544,58.84,1086.6,44.82,35.4,8.06,Granite Gneiss,120.5,194.2,0.529,21.86,0.646,3
25.76036,91.90606,64.9,1243.0,32.79,41.6,8.4,Weathered Regolith / Phyllite,58.8,202.6,0.606,22.89,0.816,3
25.65685,91.92594,52.47,822.4,48.49,268.1,7.67,Granite Gneiss,11.2,104.7,0.429,12.19,0.763,3
25.69216,91.92114,47.75,684.5,36.06,97.4,6.75,Shillong Quartzite,49.4,115.3,0.419,12.95,1.013,3
25.84331,91.91891,66.01,1309.2,49.44,226.3,6.52,Weathered Regolith / Phyllite,13.3,84.7,0.358,9.61,0.822,3
25.82791,91.8444,60.08,1170.7,31.51,330.3,7.35,Weathered Regolith / Phyllite,8.2,58.8,0.25,7.19,1.35,1
25.65732,91.83149,53.44,874.6,39.77,113.9,8.96,Weathered Regolith / Phyllite,67.9,169.8,0.529,19.63,0.723,3
25.70993,91.91086,54.64,946.7,46.6,78.2,8.18,Weathered Regolith / Phyllite,2.7,123.4,0.416,14.38,0.732,3
25.71239,91.86789,46.13,632.5,43.49,38.4,7.75,Granite Gneiss,80.2,164.1,0.507,18.54,0.673,3
25.83141,91.87621,58.8,1085.9,33.36,47.0,7.25,Weathered Regolith / Phyllite,17.2,67.6,0.299,8.08,1.249,2
25.65532,91.82405,50.76,745.6,43.62,22.4,6.25,Shillong Quartzite,137.5,240.7,0.666,24.0,0.646,3
25.67811,91.85374,69.87,1453.5,47.48,31.6,8.6,Weathered Regolith / Phyllite,21.7,116.0,0.339,13.77,0.735,3
25.86598,91.82438,54.41,901.6,36.37,155.5,8.97,Shillong Quartzite,39.7,190.0,0.655,21.78,0.745,3
25.69821,91.93429,54.58,881.5,35.38,115.5,6.54,Granite Gneiss,0.2,112.8,0.424,12.6,1.044,3
25.82624,91.85164,56.98,1031.1,33.36,254.4,8.76,Weathered Regolith / Phyllite,19.2,76.6,0.321,9.64,1.201,2
25.71431,91.89245,67.5,1282.0,44.11,313.3,7.46,Shillong Quartzite,37.4,123.7,0.446,14.13,0.785,3
25.67685,91.82507,64.02,1294.7,42.45,282.5,7.16,Granite Gneiss,42.8,126.0,0.471,14.26,0.815,3
25.71566,91.90669,53.53,784.9,42.4,191.0,8.27,Weathered Regolith / Phyllite,4.8,53.4,0.302,6.98,1.02,2
25.84501,91.86199,61.56,1148.5,42.12,36.9,7.96,Granite Gneiss,15.2,89.0,0.346,10.64,0.923,3
25.88104,91.93673,57.59,1053.2,40.62,255.5,8.44,Weathered Regolith / Phyllite,15.2,88.1,0.413,10.73,0.955,3
25.87416,91.93546,54.77,869.5,38.24,130.6,6.21,Weathered Regolith / Phyllite,3.1,100.3,0.377,11.14,1.004,2
25.75724,91.86229,45.77,618.9,40.49,30.8,7.21,Shillong Quartzite,16.4,103.6,0.399,11.9,0.925,3
25.83038,91.93712,53.92,899.8,34.54,303.3,7.43,Weathered Regolith / Phyllite,46.1,212.3,0.716,23.53,0.744,3
25.70535,91.9495,47.37,671.2,46.97,121.8,7.02,Granite Gneiss,10.0,68.0,0.412,8.04,0.904,3
25.72915,91.9273,67.45,1346.6,48.08,78.6,7.47,Weathered Regolith / Phyllite,15.9,112.4,0.473,12.93,0.749,3
25.89201,91.92983,50.06,733.6,42.61,313.7,7.02,Weathered Regolith / Phyllite,90.8,141.5,0.465,15.85,0.767,3
25.65351,91.85237,68.57,1337.1,40.34,324.8,7.58,Shillong Quartzite,0.9,136.5,0.463,15.53,0.826,3
25.67309,91.89497,55.99,955.5,29.19,122.0,7.79,Shillong Quartzite,25.1,142.1,0.461,16.21,1.161,2
25.70613,91.82874,58.95,1099.8,32.37,127.7,8.62,Granite Gneiss,38.1,146.3,0.492,17.0,1.011,3
25.65716,91.83234,56.29,951.8,41.63,208.7,7.95,Weathered Regolith / Phyllite,40.1,123.2,0.472,14.26,0.832,3
25.69899,91.94986,43.88,519.6,40.15,264.0,8.13,Granite Gneiss,35.2,142.1,0.417,16.35,0.807,3
25.80742,91.86246,51.27,858.2,48.8,22.7,6.54,Colluvial Debris,36.3,173.5,0.52,19.05,0.651,3
25.76378,91.91726,42.97,497.6,46.49,213.6,7.02,Shillong Quartzite,1.7,72.9,0.345,8.56,0.897,3
25.89102,91.92487,58.69,1068.2,52.44,343.0,5.27,Granite Gneiss,21.4,124.2,0.449,13.31,0.677,3
25.87071,91.93154,53.41,890.6,49.64,94.4,6.03,Shillong Quartzite,42.8,168.8,0.533,18.35,0.654,3
25.74229,91.94969,63.34,1210.3,43.01,327.2,6.95,Weathered Regolith / Phyllite,2.8,70.1,0.278,8.23,0.972,3
25.72004,91.85139,46.61,658.7,44.25,342.1,5.94,Weathered Regolith / Phyllite,0.3,66.2,0.302,7.41,0.97,3
25.75252,91.82525,44.94,612.4,38.55,96.9,8.05,Weathered Regolith / Phyllite,47.2,104.9,0.391,12.37,0.96,3
25.80938,91.87345,52.19,862.8,51.32,271.5,9.45,Colluvial Debris,34.9,85.7,0.315,10.89,0.761,3
25.72238,91.83691,67.8,1413.5,42.19,86.0,6.24,Weathered Regolith / Phyllite,14.9,183.2,0.55,19.96,0.66,3
25.81852,91.82292,61.31,1062.6,36.94,265.5,8.7,Shillong Quartzite,79.0,193.7,0.598,22.06,0.722,3
25.76054,91.86686,52.57,793.0,50.96,287.1,6.04,Weathered Regolith / Phyllite,174.4,260.6,0.772,24.0,0.66,3
25.79905,91.92189,55.52,922.6,44.37,89.0,8.02,Shillong Quartzite,160.8,257.4,0.783,24.0,0.646,3
25.76775,91.8936,42.53,456.6,47.13,257.7,7.85,Weathered Regolith / Phyllite,155.9,273.7,0.74,24.0,0.647,3
25.72951,91.86066,69.54,1405.0,35.74,292.4,9.03,Granite Gneiss,18.4,137.9,0.469,16.27,0.925,3
25.90608,91.90506,59.99,1135.3,36.23,129.1,6.53,Weathered Regolith / Phyllite,39.3,73.3,0.332,8.41,1.141,2
25.85617,91.85016,48.56,704.0,45.95,60.4,7.01,Colluvial Debris,31.0,131.8,0.462,14.81,0.732,3
25.68783,91.82187,57.57,1009.6,27.15,33.1,6.75,Granite Gneiss,46.7,116.0,0.424,13.02,1.366,1
25.88449,91.91937,43.28,505.9,36.15,207.1,7.63,Shillong Quartzite,43.4,142.7,0.447,16.21,0.914,3
25.78161,91.90109,68.98,1398.1,42.81,352.1,8.82,Weathered Regolith / Phyllite,4.7,129.8,0.485,15.32,0.777,3
25.89153,91.9191,45.24,573.8,35.03,296.3,8.65,Weathered Regolith / Phyllite,7.5,71.8,0.325,9.09,1.16,2
25.86596,91.82506,59.44,1135.9,44.86,156.9,8.14,Colluvial Debris,109.4,191.7,0.603,21.62,0.646,3
25.76481,91.92883,47.36,587.2,46.98,193.2,7.58,Weathered Regolith / Phyllite,47.8,136.6,0.484,15.55,0.693,3
25.65607,91.90054,61.53,1204.4,45.08,100.6,8.62,Weathered Regolith / Phyllite,144.9,258.0,0.723,24.0,0.646,3
25.72254,91.89324,63.3,1307.4,44.43,58.7,7.45,Shillong Quartzite,19.1,107.9,0.448,12.44,0.826,3
25.79624,91.9012,60.2,1157.8,41.56,173.5,6.53,Weathered Regolith / Phyllite,24.3,95.6,0.372,10.76,0.933,3
25.82104,91.93238,58.43,1005.6,46.18,166.9,8.42,Weathered Regolith / Phyllite,49.1,179.3,0.581,20.42,0.646,3
25.71963,91.8963,66.77,1317.6,32.92,187.9,7.36,Shillong Quartzite,10.5,94.0,0.391,10.93,1.178,2
25.68763,91.89552,42.36,523.9,40.34,343.0,5.99,Weathered Regolith / Phyllite,1.4,78.0,0.362,8.68,1.02,2
25.87543,91.94879,49.93,737.5,36.31,217.4,6.59,Weathered Regolith / Phyllite,18.5,168.1,0.593,18.5,0.843,3
25.91579,91.91837,47.45,640.5,32.17,218.1,8.31,Shillong Quartzite,68.6,152.0,0.485,17.47,1.004,3
25.79194,91.8775,69.64,1433.4,27.24,46.1,8.5,Weathered Regolith / Phyllite,43.8,124.5,0.453,14.62,1.306,1
25.69635,91.91196,51.68,764.0,33.19,358.7,7.28,Granite Gneiss,12.8,187.8,0.592,20.87,0.865,3
25.72352,91.8706,61.98,1164.0,30.36,278.2,8.68,Weathered Regolith / Phyllite,1.9,104.1,0.397,12.53,1.229,2
25.65497,91.84975,60.54,1070.7,42.04,315.8,8.38,Shillong Quartzite,28.4,178.1,0.591,20.27,0.654,3
25.89686,91.89759,46.36,651.6,38.21,149.1,9.02,Weathered Regolith / Phyllite,123.5,221.4,0.621,24.0,0.664,3
25.68179,91.94066,47.17,617.2,47.69,180.8,7.69,Weathered Regolith / Phyllite,30.6,146.8,0.559,16.67,0.65,3
25.80566,91.94079,48.44,697.4,41.18,188.0,8.42,Weathered Regolith / Phyllite,174.9,290.3,0.85,24.0,0.651,3
25.72399,91.86445,52.33,813.9,46.39,69.9,8.17,Weathered Regolith / Phyllite,3.7,80.8,0.332,9.85,0.863,3
25.79963,91.8886,47.03,661.3,37.6,248.2,7.11,Granite Gneiss,67.7,181.4,0.575,20.12,0.761,3
25.82588,91.84751,40.59,453.5,45.39,325.1,7.02,Weathered Regolith / Phyllite,9.0,124.8,0.383,14.07,0.762,3
25.87403,91.94943,66.38,1334.8,40.97,58.9,7.65,Shillong Quartzite,7.1,70.3,0.309,8.53,1.009,2
25.70573,91.94755,68.97,1385.9,36.62,31.1,5.81,Colluvial Debris,47.4,144.4,0.59,15.67,0.917,3
25.65297,91.90444,50.25,736.1,45.33,265.8,6.98,Shillong Quartzite,111.3,203.0,0.651,22.36,0.646,3
25.68696,91.92457,50.16,849.8,37.98,98.4,7.75,Weathered Regolith / Phyllite,30.2,111.1,0.452,12.9,0.96,3
25.89301,91.91296,40.21,445.4,45.95,224.6,6.15,Weathered Regolith / Phyllite,115.9,169.2,0.532,18.44,0.646,3
25.88595,91.89711,60.41,1106.3,35.02,250.5,6.64,Colluvial Debris,10.8,126.3,0.454,14.08,1.012,3
25.8113,91.82694,64.76,1243.7,51.49,115.9,7.24,Shillong Quartzite,132.7,207.5,0.634,22.94,0.662,3
25.81214,91.87912,44.4,496.4,32.4,293.5,8.61,Shillong Quartzite,6.0,64.2,0.265,8.26,1.28,1
25.82956,91.90772,44.79,612.8,32.56,198.0,8.9,Weathered Regolith / Phyllite,24.6,51.9,0.299,7.07,1.311,1
25.69735,91.90808,63.7,1201.2,35.85,312.8,8.01,Granite Gneiss,4.6,139.4,0.517,16.01,0.929,3
25.89689,91.86851,58.49,1089.3,24.88,274.8,8.27,Granite Gneiss,142.3,215.2,0.724,24.0,1.094,3
25.76307,91.94242,41.35,480.2,46.95,312.7,7.18,Weathered Regolith / Phyllite,5.8,57.9,0.317,7.03,0.933,3
25.75345,91.84176,58.68,1107.8,34.92,7.3,6.96,Shillong Quartzite,168.5,319.2,0.85,24.0,0.719,3
25.79011,91.88505,49.27,754.7,28.71,87.7,6.99,Weathered Regolith / Phyllite,20.1,91.6,0.376,10.53,1.371,1
25.66268,91.90981,51.06,778.8,32.62,32.4,8.77,Weathered Regolith / Phyllite,25.9,203.7,0.643,23.15,0.813,3
25.6949,91.91063,63.09,1208.9,37.77,159.1,7.73,Granite Gneiss,11.1,82.0,0.391,9.81,1.055,2
25.84927,91.90432,64.33,1252.5,45.99,320.4,8.29,Weathered Regolith / Phyllite,57.9,128.2,0.505,14.94,0.727,3
25.67236,91.85579,52.01,809.6,45.84,168.3,8.06,Shillong Quartzite,16.5,57.2,0.221,7.3,0.944,3
25.81285,91.84031,68.41,1329.6,32.93,305.9,7.04,Weathered Regolith / Phyllite,33.7,101.7,0.446,11.62,1.157,2
25.71624,91.90267,52.19,740.6,36.82,117.8,7.88,Weathered Regolith / Phyllite,28.3,129.1,0.416,14.87,0.935,3
25.75511,91.89791,63.16,1240.8,45.93,122.2,7.39,Shillong Quartzite,102.3,146.1,0.462,16.48,0.685,3
25.72795,91.84332,54.52,900.8,45.35,322.4,7.35,Colluvial Debris,27.3,159.3,0.522,17.87,0.657,3
25.74603,91.91167,66.93,1380.8,39.9,153.3,7.85,Weathered Regolith / Phyllite,22.4,148.6,0.527,16.93,0.796,3
25.84414,91.87917,67.23,1338.0,42.71,284.3,9.32,Weathered Regolith / Phyllite,64.1,139.8,0.435,16.58,0.744,3
25.73022,91.90681,42.62,491.7,41.47,85.2,8.51,Shillong Quartzite,59.6,115.1,0.409,13.63,0.853,3
25.80293,91.92886,68.09,1420.5,39.42,341.6,8.9,Weathered Regolith / Phyllite,4.6,87.4,0.384,10.85,0.981,2
25.77853,91.84206,64.77,1329.0,48.37,206.8,5.5,Weathered Regolith / Phyllite,2.4,67.5,0.348,7.37,0.901,3
25.82919,91.82249,63.74,1218.2,51.82,273.4,6.12,Weathered Regolith / Phyllite,9.8,94.2,0.406,10.46,0.767,3
25.90294,91.92128,46.03,571.0,44.76,32.2,6.05,Weathered Regolith / Phyllite,120.8,204.8,0.668,22.18,0.646,3
25.84779,91.89926,64.15,1293.9,35.09,177.4,7.22,Weathered Regolith / Phyllite,0.6,89.8,0.423,10.43,1.118,2
25.70803,91.91095,65.5,1281.2,40.05,324.4,7.59,Weathered Regolith / Phyllite,31.3,111.4,0.429,12.87,0.908,3
25.65842,91.92896,48.67,684.2,34.83,315.7,8.29,Weathered Regolith / Phyllite,26.3,88.6,0.372,10.73,1.118,2
25.72081,91.92437,68.57,1383.9,36.22,16.9,7.88,Granite Gneiss,29.1,119.3,0.411,13.83,0.983,3
25.81067,91.94492,41.5,423.6,43.8,109.3,8.75,Weathered Regolith / Phyllite,157.0,220.0,0.641,24.0,0.646,3
25.66388,91.88967,44.5,588.4,42.71,159.6,8.97,Colluvial Debris,7.2,102.6,0.351,12.49,0.859,3
25.78402,91.8835,56.13,910.9,49.43,62.0,6.32,Shillong Quartzite,15.8,60.0,0.367,6.9,0.899,3
25.81115,91.87225,57.27,1008.7,49.11,262.8,8.37,Weathered Regolith / Phyllite,2.8,100.3,0.398,12.01,0.759,3
